,J,seuil,pvalue05,pvaluebest,AUC,AccuracyTrain,AccuracyTest,RecallTest
0,1.0,1.0,0.0,0.0,0.9006006010694759,0.8377035232238852,0.823568086011525,0.7991967871485943
1,1.0,0.0,0.0,0.0,0.9006006010694759,0.8804869087674517,0.8657230150442821,0.5584075432163437
2,2.0,1.0,0.0,0.0,0.7729888549734707,0.7211813181473635,0.6925678302106818,0.7192213258505787
3,2.0,0.0,0.0,0.0,0.7729888549734707,0.814872402868749,0.7961595273264401,0.21851981760785688
4,3.0,1.0,3.672623497635115e-186,0.0,0.7148405785111219,0.6893384501499981,0.6530699703911486,0.6590909090909091
5,3.0,0.0,3.672623497635115e-186,0.0,0.7148405785111219,0.796976662640745,0.7845956054230949,0.106993006993007
6,4.0,1.0,4.1822579230210555e-117,1.689318280652591e-289,0.6890731039253267,0.6528571707279006,0.6110655897615982,0.681453021306322
7,4.0,0.0,4.1822579230210555e-117,1.689318280652591e-289,0.6890731039253267,0.7917650272157949,0.7796636622575989,0.0815578064966818
8,5.0,1.0,3.129087781625516e-127,3.401627948061797e-282,0.6879291200941784,0.662058191759422,0.6201132591290763,0.6590472866864422
9,5.0,0.0,3.129087781625516e-127,3.401627948061797e-282,0.6879291200941784,0.7913591095489162,0.7802382347197813,0.08358052695864596
10,6.0,1.0,9.446623442174284e-95,2.5580612023875686e-237,0.6737672937788779,0.6625450144924707,0.6124058242573291,0.641154983475387
11,6.0,0.0,9.446623442174284e-95,2.5580612023875686e-237,0.6737672937788779,0.7906740706764129,0.7769059608853496,0.07444773004000696
12,7.0,1.0,1.318729963038981e-94,1.409904936588089e-277,0.680217086486588,0.6664682520321237,0.6224434035909445,0.6506861212437033
13,7.0,0.0,1.318729963038981e-94,1.409904936588089e-277,0.680217086486588,0.7903570487612096,0.776775956284153,0.07347576862949452
14,8.0,1.0,7.927638912467989e-105,2.9256172450768633e-259,0.6825152285550609,0.6570481155791182,0.6140694080363082,0.6546310832025117
15,8.0,0.0,7.927638912467989e-105,2.9256172450768633e-259,0.6825152285550609,0.7890015943971125,0.778903712977816,0.0706436420722135
16,9.0,1.0,1.1161449738135781e-100,1.403701296689322e-281,0.686020593077556,0.674910239557378,0.6351186972729056,0.6296685954760652
17,9.0,0.0,1.1161449738135781e-100,1.403701296689322e-281,0.686020593077556,0.7899115148423551,0.7791642142436728,0.06891109942135717
18,10.0,1.0,1.2144775926640219e-77,1.0900299577474326e-259,0.680491817080964,0.6541001002181218,0.614934171742975,0.6541089889609252
19,10.0,0.0,1.2144775926640219e-77,1.0900299577474326e-259,0.680491817080964,0.7898563540254279,0.7766948319905679,0.06220431049588225
20,11.0,1.0,1.5768795930714008e-100,2.1246432696128394e-274,0.6857924061433629,0.6354720025183961,0.5968757377823247,0.6987381703470031
21,11.0,0.0,1.5768795930714008e-100,2.1246432696128394e-274,0.6857924061433629,0.7897631133671743,0.7785866058078225,0.06817385208552401
22,12.0,1.0,1.0210814882809307e-107,1.6742826026841132e-252,0.6801571435173851,0.6570252815625738,0.613885169725132,0.6510690501226779
23,12.0,0.0,1.0210814882809307e-107,1.6742826026841132e-252,0.6801571435173851,0.7915255572182406,0.7790029140741908,0.07027690150718542
24,13.0,1.0,1.1933298838852517e-91,4.520989810311575e-279,0.6853556936879532,0.6594808925971113,0.6225108225108225,0.6530790762771168
25,13.0,0.0,1.1933298838852517e-91,4.520989810311575e-279,0.6853556936879532,0.7884214254791609,0.7777646595828414,0.06333100069979006
26,14.0,1.0,1.480244372349244e-98,1.8908253056494e-278,0.6847729659071963,0.6553385647137491,0.6163074260541221,0.6645702306079665
27,14.0,0.0,1.480244372349244e-98,1.8908253056494e-278,0.6847729659071963,0.7884634295041989,0.7780050346129641,0.06638714185883997
28,15.0,1.0,2.1227595144078635e-94,1.6663567300486688e-261,0.6806391077967661,0.6731707798033977,0.6323946994794132,0.6213319276049903
29,15.0,0.0,2.1227595144078635e-94,1.6663567300486688e-261,0.6806391077967661,0.7888940378415152,0.7786717147815113,0.06273062730627306
30,16.0,1.0,6.925237399850801e-110,6.33324431920493e-273,0.6827178340971274,0.700423192532827,0.6567789906660338,0.5788546255506608
31,16.0,0.0,6.925237399850801e-110,6.33324431920493e-273,0.6827178340971274,0.7885421610504667,0.7794652744818857,0.07083700440528634
32,17.0,1.0,1.1808967240514218e-99,1.1289136914342823e-260,0.6800189992897319,0.6644353121750755,0.6216976274408841,0.6427690681698079
33,17.0,0.0,1.1808967240514218e-99,1.1289136914342823e-260,0.6800189992897319,0.7895925137396643,0.7781518596268864,0.06887440549586049
34,18.0,1.0,5.786206560628709e-123,2.3945352031894848e-296,0.6892928501043305,0.6527739223539676,0.6181544196375461,0.6750705218617772
35,18.0,0.0,5.786206560628709e-123,2.3945352031894848e-296,0.6892928501043305,0.7891799183090772,0.7802672800095174,0.07263751763046544
36,19.0,1.0,1.148913737855778e-109,6.654063473146119e-270,0.6832284224628636,0.6684690941561663,0.6287006905309945,0.6357545839210155
37,19.0,0.0,1.148913737855778e-109,6.654063473146119e-270,0.6832284224628636,0.7899394781228296,0.7786332248591158,0.07281382228490832
38,20.0,1.0,5.507780516789451e-97,2.0584434255786156e-256,0.6806046244427756,0.6631262644293705,0.6220547401824673,0.6388253912431863
39,20.0,0.0,5.507780516789451e-97,2.0584434255786156e-256,0.6806046244427756,0.7886270776310048,0.7776279254264181,0.0654123439423246
40,21.0,1.0,8.021828291883808e-94,2.7972872503131347e-239,0.6785000962468829,0.6292748708490744,0.5906873438305636,0.6859954313828852
41,21.0,0.0,8.021828291883808e-94,2.7972872503131347e-239,0.6785000962468829,0.7876074605110509,0.7765041843493435,0.06975926902126164
42,22.0,1.0,6.488905822849219e-92,1.5178865875085922e-262,0.681325675434409,0.6384596273291926,0.5976467782326986,0.690677966101695
43,22.0,0.0,6.488905822849219e-92,1.5178865875085922e-262,0.681325675434409,0.7883925465838509,0.777278689827881,0.06656073446327683
44,23.0,1.0,3.0491875886171295e-84,1.6253466176746546e-263,0.6823177336590842,0.6562693081936499,0.6150595926176904,0.6592645230058625
45,23.0,0.0,3.0491875886171295e-84,1.6253466176746546e-263,0.6823177336590842,0.7892193012177865,0.7776139036154184,0.06253330964647362
46,24.0,1.0,2.130903097645149e-85,1.0046867341430437e-262,0.6833019475799431,0.6553321024003194,0.6158728891372909,0.6570871030690083
47,24.0,0.0,2.130903097645149e-85,1.0046867341430437e-262,0.6833019475799431,0.7871350865811667,0.7772765379855483,0.061734965407131456
48,25.0,1.0,1.4026629177599148e-108,1.485297997019854e-259,0.6807991463426428,0.6608015347261773,0.6194796371048319,0.6479048295454546
49,25.0,0.0,1.4026629177599148e-108,1.485297997019854e-259,0.6807991463426428,0.7883156979706843,0.7783461892010711,0.07475142045454546
50,26.0,1.0,1.5011888865560418e-110,3.060589485377804e-271,0.6861220397137031,0.6646104934815644,0.6170119171398865,0.6613361762615494
51,26.0,0.0,1.5011888865560418e-110,3.060589485377804e-271,0.6861220397137031,0.7893005678637127,0.7788130848596337,0.07320540156361052
52,27.0,1.0,1.5115100022357088e-102,8.663307036850631e-289,0.690379022014115,0.6632766216769733,0.6232967032967033,0.6610559886605244
53,27.0,0.0,1.5115100022357088e-102,8.663307036850631e-289,0.690379022014115,0.7890546170214892,0.7779020979020979,0.06945428773919206
54,28.0,1.0,6.664854966751243e-95,1.8858686992774524e-256,0.6789270375453316,0.6484584048883741,0.6050960501617477,0.6729137199434229
55,28.0,0.0,6.664854966751243e-95,1.8858686992774524e-256,0.6789270375453316,0.7880406565757418,0.7771476496665203,0.0655940594059406
56,29.0,1.0,9.448168367182678e-94,2.9340883059611365e-268,0.684479734189444,0.6443948477236106,0.6045636509207366,0.6832828912230728
57,29.0,0.0,9.448168367182678e-94,2.9340883059611365e-268,0.684479734189444,0.7885444919283005,0.7782626100880704,0.06355705892825352
58,30.0,1.0,2.8009900371540305e-96,1.3916085592655618e-256,0.6830777833211151,0.6496714321545022,0.6090132027769974,0.6670241286863271
59,30.0,0.0,2.8009900371540305e-96,1.3916085592655618e-256,0.6830777833211151,0.7895861550037623,0.7785224126168787,0.06648793565683646
60,31.0,1.0,1.159625613659248e-95,6.014775631442481e-275,0.6877295310354734,0.6416234887737479,0.6035022893405093,0.6905101676774884
61,31.0,0.0,1.159625613659248e-95,6.014775631442481e-275,0.6877295310354734,0.7900650680804916,0.7780946260743835,0.06475205137352837
62,32.0,1.0,4.392638246857013e-101,1.1184298460266223e-260,0.6810909695185704,0.6681893020640912,0.6243675206810698,0.6400142780653222
63,32.0,0.0,4.392638246857013e-101,1.1184298460266223e-260,0.6810909695185704,0.7892839932535539,0.7783310577463658,0.06907014099589506
64,33.0,1.0,9.821858251929944e-99,2.6676289734190522e-254,0.6785960615708213,0.65729305657273,0.6122792937399679,0.6589327146171694
65,33.0,0.0,9.821858251929944e-99,2.6676289734190522e-254,0.6785960615708213,0.7880152893847127,0.7786516853932585,0.06550062466535785
66,34.0,1.0,3.4096400262636826e-82,6.0932665314042166e-267,0.681687588658592,0.6705677415479492,0.6280233861925356,0.6366222222222222
67,34.0,0.0,3.4096400262636826e-82,6.0932665314042166e-267,0.681687588658592,0.7884509495730175,0.7767499599551497,0.06133333333333333
68,35.0,1.0,4.2743325603912673e-70,7.311031006875008e-272,0.6816590355177525,0.6492567898519578,0.6050379848060776,0.6846030900372936
69,35.0,0.0,4.2743325603912673e-70,7.311031006875008e-272,0.6816590355177525,0.7894521136756665,0.7760495801679328,0.055585153613922925
70,36.0,1.0,4.086936966010013e-89,1.3903898781770556e-264,0.6836294205995919,0.641886618774138,0.5981110177292192,0.6927463910176439
71,36.0,0.0,4.086936966010013e-89,1.3903898781770556e-264,0.6836294205995919,0.7896063874492226,0.7783247288590067,0.060951702013901266
72,37.0,1.0,7.758704352996989e-110,2.5951217329137905e-252,0.6838560291990413,0.6465284039675383,0.601330501342524,0.6783542039355993
73,37.0,0.0,7.758704352996989e-110,2.5951217329137905e-252,0.6838560291990413,0.7889790602144073,0.7801066004087684,0.0701252236135957
74,38.0,1.0,2.9776894804514115e-64,2.6347919788552894e-268,0.6800149716898956,0.6801927720500566,0.6383055466495672,0.6173214285714286
75,38.0,0.0,2.9776894804514115e-64,2.6347919788552894e-268,0.6800149716898956,0.7889827366817959,0.776290477717217,0.053214285714285714
76,39.0,1.0,2.992410034689692e-93,2.849005693553154e-270,0.6845159605866971,0.6535857371794872,0.6170425864348383,0.6611378633850544
77,39.0,0.0,2.992410034689692e-93,2.849005693553154e-270,0.6845159605866971,0.7879607371794872,0.7788149513240655,0.060460139111824504
78,40.0,1.0,7.03779740135426e-94,1.9406905279952538e-237,0.676218277600281,0.6494379998198396,0.6029706141404436,0.6638130907793829
79,40.0,0.0,7.03779740135426e-94,1.9406905279952538e-237,0.676218277600281,0.7909039044749827,0.778645207782849,0.06349206349206349
80,41.0,1.0,4.142473356901735e-83,2.591973722827871e-243,0.6751637218565129,0.6412602641200328,0.6013105845686658,0.6708725786387062
81,41.0,0.0,4.142473356901735e-83,2.591973722827871e-243,0.6751637218565129,0.7884842067408547,0.7784792424181883,0.05171494579704994
82,42.0,1.0,4.300135853821106e-94,1.1026597259224746e-262,0.6810199639342409,0.6771385842472583,0.6368494516450648,0.6148121899362154
83,42.0,0.0,4.300135853821106e-94,1.1026597259224746e-262,0.6810199639342409,0.7881754735792622,0.7788634097706879,0.05669737774627923
84,43.0,1.0,1.1413890205078556e-88,4.296553237259463e-237,0.6764004294826658,0.6294917352072187,0.588197716202188,0.6905949412183826
85,43.0,0.0,1.1413890205078556e-88,4.296553237259463e-237,0.6764004294826658,0.7898766270063083,0.7790864808751896,0.057356608478802994
86,44.0,1.0,9.703510976710525e-92,1.1024699493223877e-243,0.6741078221046635,0.6487072627149981,0.6074755146911853,0.660053619302949
87,44.0,0.0,9.703510976710525e-92,1.1024699493223877e-243,0.6741078221046635,0.78940425149162,0.7798121127323606,0.0580875781948168
88,45.0,1.0,6.872917909306608e-63,1.542651232689477e-260,0.6757875138992373,0.6706445583840565,0.6300471735827936,0.6281891168599465
89,45.0,0.0,6.872917909306608e-63,1.542651232689477e-260,0.6757875138992373,0.7873127242561443,0.7770448548812665,0.04924174843889385
90,46.0,1.0,5.352559556831004e-88,1.2223955556090132e-221,0.6696407128100827,0.6513168411797619,0.606506274478459,0.6446781957568194
91,46.0,0.0,5.352559556831004e-88,1.2223955556090132e-221,0.6696407128100827,0.7883162816721285,0.7793142035009192,0.0547334640755928
92,47.0,1.0,1.2129012431352818e-76,1.968224000958716e-220,0.669992380921347,0.6497284561935948,0.6017649642614703,0.6527010162239258
93,47.0,0.0,1.2129012431352818e-76,1.968224000958716e-220,0.669992380921347,0.7885352607619199,0.7786207722716927,0.05116776609021216
94,48.0,1.0,1.4801177037794728e-62,9.671560905762139e-229,0.6722872065163,0.6310865341503512,0.5896700143472023,0.6812366737739872
95,48.0,0.0,1.4801177037794728e-62,9.671560905762139e-229,0.6722872065163,0.7870572410700941,0.7772198310218397,0.04619758351101635
96,49.0,1.0,1.5912632527159325e-72,2.598009870342097e-258,0.6785202895483962,0.6721490900769131,0.6301440738677068,0.6253326237360298
97,49.0,0.0,1.5912632527159325e-72,2.598009870342097e-258,0.6785202895483962,0.7885336756116733,0.7779590862055241,0.0494944119212347
98,50.0,1.0,5.2865084794066525e-70,3.7913268819742886e-238,0.6710763374748062,0.677304682054448,0.6308997490739634,0.6090051610606869
99,50.0,0.0,5.2865084794066525e-70,3.7913268819742886e-238,0.6710763374748062,0.7890785254814491,0.7785079858206875,0.046983449012279764
100,51.0,1.0,2.393034400747214e-49,6.190917141266338e-210,0.6676599348982211,0.6229611166500498,0.5815752741774676,0.6817857142857143
101,51.0,0.0,2.393034400747214e-49,6.190917141266338e-210,0.6676599348982211,0.7882452642073778,0.7771884346959123,0.040535714285714286
102,52.0,1.0,3.9072235590064893e-53,1.390076289502056e-234,0.6696663042527056,0.6352741774675972,0.597048853439681,0.6724353256021409
103,52.0,0.0,3.9072235590064893e-53,1.390076289502056e-234,0.6696663042527056,0.788085742771685,0.777148554336989,0.04299732381801963
104,53.0,1.0,2.6025944435062176e-58,1.068594554467768e-230,0.6726040455169621,0.6428315126385455,0.6020253568295989,0.6600142551674982
105,53.0,0.0,2.6025944435062176e-58,1.068594554467768e-230,0.6726040455169621,0.7871381867474683,0.7770911410573319,0.04668567355666429
106,54.0,1.0,4.0931613423830925e-66,3.093615351971352e-242,0.6707189894290488,0.6558612928604862,0.619980879541109,0.6339857651245552
107,54.0,0.0,4.0931613423830925e-66,3.093615351971352e-242,0.6707189894290488,0.7865415832611315,0.7780433397068196,0.046441281138790036
108,55.0,1.0,2.278906892970921e-58,2.670509598307807e-217,0.6683469447885411,0.6151942268697069,0.5740527215617669,0.7003372980649742
109,55.0,0.0,2.278906892970921e-58,2.670509598307807e-217,0.6683469447885411,0.7861118842193153,0.7775833962864299,0.041895970175750044
110,56.0,1.0,3.753215877067796e-53,7.579885044571792e-224,0.6651056857387077,0.6985585174456096,0.6521031746031746,0.552077807250221
111,56.0,0.0,3.753215877067796e-53,7.579885044571792e-224,0.6651056857387077,0.7867240746435976,0.7770238095238096,0.03801945181255526
112,57.0,1.0,1.6893994452190578e-64,5.456583145038567e-233,0.6706660123365883,0.6927416471336061,0.6467760518056493,0.5715808170515098
113,57.0,0.0,1.6893994452190578e-64,5.456583145038567e-233,0.6706660123365883,0.7889336935362123,0.7783560446545628,0.04387211367673179
114,58.0,1.0,2.7148606941618406e-55,4.11118862782033e-241,0.6740332701276073,0.664992541024366,0.6251093961333439,0.6227555555555555
115,58.0,0.0,2.7148606941618406e-55,4.11118862782033e-241,0.6740332701276073,0.7882347090999503,0.7776274962208608,0.04017777777777778
116,59.0,1.0,3.162213659632955e-49,4.247373173995205e-236,0.6686644316841176,0.6431640935858666,0.6063186375935062,0.6554293825408091
117,59.0,0.0,3.162213659632955e-49,4.247373173995205e-236,0.6686644316841176,0.7875716218367023,0.7762215502148655,0.040809084457061745
118,60.0,1.0,3.9108616429593677e-51,8.122754492917866e-231,0.6692506492973107,0.6505092905741455,0.6036046789209836,0.656499379322575
119,60.0,0.0,3.9108616429593677e-51,8.122754492917866e-231,0.6692506492973107,0.7878287510444436,0.7770350919073764,0.036531299875864516
120,61.0,1.0,4.1531980807232235e-46,5.308436754857435e-233,0.6689941838176947,0.6412721452289583,0.6011054996619876,0.6628257401170006
121,61.0,0.0,4.1531980807232235e-46,5.308436754857435e-233,0.6689941838176947,0.786411627860736,0.7767924603332406,0.03385924481474916
122,62.0,1.0,1.9088396039341509e-47,1.0599479848149713e-238,0.6692389556462706,0.6635559482561776,0.6211579699785561,0.628005657708628
123,62.0,0.0,1.9088396039341509e-47,1.0599479848149713e-238,0.6692389556462706,0.7870283042282605,0.7765467397347312,0.03483026874115983
124,63.0,1.0,3.134000022922439e-50,5.809470123806112e-224,0.6651087479909745,0.6503730306758204,0.6080400015873646,0.6421127009362303
125,63.0,0.0,3.134000022922439e-50,5.809470123806112e-224,0.6651087479909745,0.786221675463312,0.7767371721100044,0.0356827415650945
126,64.0,1.0,3.530317117693805e-43,2.421065250678218e-212,0.6640879594277271,0.6754721479877207,0.625630836479237,0.5985116938341601
127,64.0,0.0,3.530317117693805e-43,2.421065250678218e-212,0.6640879594277271,0.7852111626613152,0.7771110669580767,0.029057406094968107
128,65.0,1.0,1.2561637717541219e-42,4.562236648760129e-226,0.6667280498223406,0.6761491449843728,0.6311263287813035,0.5989685221412058
129,65.0,0.0,1.2561637717541219e-42,4.562236648760129e-226,0.6667280498223406,0.7854199430653156,0.777481387108333,0.02881024364218389
130,66.0,1.0,1.0814022803418729e-42,3.027001075036913e-227,0.6658987799624289,0.6495392737958858,0.6082798740885365,0.6449609652235628
131,66.0,0.0,1.0814022803418729e-42,3.027001075036913e-227,0.6658987799624289,0.7853464162972555,0.7761485436506356,0.03353442157558552
132,67.0,1.0,2.577950542092893e-32,2.3054782475356085e-205,0.6597710276526313,0.6571835701616279,0.6056837657937741,0.6323998582063098
133,67.0,0.0,2.577950542092893e-32,2.3054782475356085e-205,0.6597710276526313,0.7865954520995675,0.7748017059269002,0.03030840127614321
134,68.0,1.0,2.1749191865354017e-33,6.484252392243978e-208,0.6634756467745397,0.6239089713443067,0.5777538657739518,0.6865909897126641
135,68.0,0.0,2.1749191865354017e-33,6.484252392243978e-208,0.6634756467745397,0.7843948029173807,0.7754662840746055,0.02855622561191912
136,69.0,1.0,9.803055201747607e-37,2.8103797695322704e-227,0.6639162644772466,0.6729303103290404,0.626458059636132,0.608741815607857
137,69.0,0.0,9.803055201747607e-37,2.8103797695322704e-227,0.6639162644772466,0.7848199534207855,0.7758270631792666,0.027605733498495842
138,70.0,1.0,1.4814564856371852e-27,9.286386513292415e-193,0.6574411490130618,0.6143483491246036,0.5675256502028155,0.69219908224497
139,70.0,0.0,1.4814564856371852e-27,9.286386513292415e-193,0.6574411490130618,0.7847548790551088,0.7745565895172194,0.024885280621249558
140,71.0,1.0,8.575887935158408e-41,5.611073838603489e-227,0.6643537123258515,0.6473998227038656,0.6047011952191235,0.6515877239666489
141,71.0,0.0,8.575887935158408e-41,5.611073838603489e-227,0.6643537123258515,0.7839178461507814,0.7771314741035856,0.024126308320028385
142,72.0,1.0,1.7002674376473713e-38,9.684790710419225e-241,0.6696711995143385,0.665479113027164,0.6261775506945553,0.6207264957264957
143,72.0,0.0,1.7002674376473713e-38,9.684790710419225e-241,0.6696711995143385,0.7849629762688861,0.7769439565703337,0.026887464387464387
144,73.0,1.0,1.4288672203580763e-31,9.46049053237007e-205,0.6604652036719959,0.6185729695177979,0.5718509048779513,0.6950720512364348
145,73.0,0.0,1.4288672203580763e-31,9.46049053237007e-205,0.6604652036719959,0.7855159602093404,0.7759578123127322,0.024728695961572674
146,74.0,1.0,3.611108429304002e-37,1.3375853785927433e-210,0.6638237425195754,0.6694912713718986,0.6214876693712779,0.6062655749377003
147,74.0,0.0,3.611108429304002e-37,1.3375853785927433e-210,0.6638237425195754,0.7837778421752121,0.7764898677005476,0.026343894624421504
148,75.0,1.0,1.4702338453311262e-37,2.3148607951058947e-192,0.6566535349372056,0.6422033932175616,0.5919827345030174,0.648220640569395
149,75.0,0.0,1.4702338453311262e-37,2.3148607951058947e-192,0.6566535349372056,0.7839171879059171,0.7767075656448583,0.024555160142348754
150,76.0,1.0,6.276733669661836e-50,2.2660626242952257e-201,0.6602212478540683,0.5945765215481965,0.5547926064912772,0.7220248667850799
151,76.0,0.0,6.276733669661836e-50,2.2660626242952257e-201,0.6602212478540683,0.7843783060861927,0.7775959120124556,0.027175843694493784
152,77.0,1.0,1.6642511368830285e-30,4.066243765306005e-213,0.6646269971322591,0.6269162868171436,0.5851585876720526,0.677367860943597
153,77.0,0.0,1.6642511368830285e-30,4.066243765306005e-213,0.6646269971322591,0.7838099322754067,0.7759425493716338,0.021284143313231644
154,78.0,1.0,5.75315033186543e-32,2.6151174287235824e-188,0.6574158030286402,0.6360421910583723,0.5895161612529466,0.6494038085068518
155,78.0,0.0,5.75315033186543e-32,2.6151174287235824e-188,0.6574158030286402,0.7858584042510688,0.7761796316273123,0.02402562733582488
156,79.0,1.0,5.690729825437002e-29,1.4972591828249608e-187,0.6552336129834648,0.6207231278833548,0.5783364022095909,0.6698248122988917
157,79.0,0.0,5.690729825437002e-29,1.4972591828249608e-187,0.6552336129834648,0.7851031252814554,0.7764790649267472,0.02306042188058634
158,80.0,1.0,3.258597516975861e-20,4.712899420772722e-221,0.6611249818938496,0.6609719704783745,0.6140196274784698,0.6299072091363311
159,80.0,0.0,3.258597516975861e-20,4.712899420772722e-221,0.6611249818938496,0.7845862666359567,0.7742439415181254,0.023911491791577446
160,81.0,1.0,1.456690373861351e-28,1.5307775879804793e-188,0.6539819916823267,0.6212333707324892,0.574468085106383,0.6776034236804565
161,81.0,0.0,1.456690373861351e-28,1.5307775879804793e-188,0.6539819916823267,0.7841901747074852,0.7750530913170653,0.026569186875891583
162,82.0,1.0,3.1458173523128573e-43,1.4584033559910798e-194,0.6580051790811549,0.6134405801746935,0.5683721302936816,0.6934736091298146
163,82.0,0.0,3.1458173523128573e-43,1.4584033559910798e-194,0.6580051790811549,0.7836966103053129,0.7769542048960295,0.02746077032810271
164,83.0,1.0,2.680244831724266e-38,6.621895359848407e-213,0.6637745416932924,0.6479739869934967,0.6044901552745318,0.6413719566376399
165,83.0,0.0,2.680244831724266e-38,6.621895359848407e-213,0.6637745416932924,0.7843821910955477,0.7756523131102929,0.02896747822996268
166,84.0,1.0,3.243658012347858e-29,8.114881862494319e-191,0.6561407766279553,0.6547371577053768,0.604892868564119,0.6219858156028368
167,84.0,0.0,3.243658012347858e-29,8.114881862494319e-191,0.6561407766279553,0.7826004397361583,0.774784138151583,0.02446808510638298
168,85.0,1.0,1.9471687503254298e-38,1.1796113381928432e-208,0.6630112547809351,0.6156364510121944,0.5704216891594249,0.701087925807027
169,85.0,0.0,1.9471687503254298e-38,1.1796113381928432e-208,0.6630112547809351,0.7839150197232735,0.776901205398262,0.02443374353486713
170,86.0,1.0,3.0342860747374194e-31,3.449116524773216e-210,0.6634333074128487,0.6803422575759096,0.6331099787345023,0.583050241373145
171,86.0,0.0,3.0342860747374194e-31,3.449116524773216e-210,0.6634333074128487,0.7845141487195434,0.7763511615776592,0.02288575004469873
172,87.0,1.0,1.6139972434714366e-33,6.446252426665958e-183,0.6560588310622566,0.6622123609493594,0.6113810690333722,0.6035376094336251
173,87.0,0.0,1.6139972434714366e-33,6.446252426665958e-183,0.6560588310622566,0.7835629091201156,0.7762740452190675,0.02304806146149723
174,88.0,1.0,1.1982817744239902e-42,1.8978678537018695e-201,0.658686455873759,0.6870837811504967,0.6402571313780635,0.5607576840600429
175,88.0,0.0,1.1982817744239902e-42,1.8978678537018695e-201,0.658686455873759,0.7830890846449773,0.7770992366412214,0.024303073624017155
176,89.0,1.0,1.9213896407308568e-33,8.108638104630992e-203,0.6589769611209946,0.6712599809169889,0.622931062188655,0.5977463781076731
177,89.0,0.0,1.9213896407308568e-33,8.108638104630992e-203,0.6589769611209946,0.7841912318585849,0.7765547163747388,0.02199964228223931
178,90.0,1.0,3.270496722357731e-32,1.942536058019886e-213,0.6615564315736134,0.6626670412135318,0.6152333560736787,0.6213903743315508
179,90.0,0.0,3.270496722357731e-32,1.942536058019886e-213,0.6615564315736134,0.7836791203499338,0.7758337011918617,0.022459893048128343
180,91.0,1.0,5.398459455879439e-36,8.817574819404394e-194,0.6591256629228991,0.6048385480347157,0.5601699671289987,0.7072
181,91.0,0.0,5.398459455879439e-36,8.817574819404394e-194,0.6591256629228991,0.783868834058247,0.7758758919265614,0.022933333333333333
182,92.0,1.0,1.2809679343824963e-27,1.4284025014682913e-194,0.6608030028774409,0.6130650241759124,0.5743519781718963,0.6829529243937232
183,92.0,0.0,1.2809679343824963e-27,1.4284025014682913e-194,0.6608030028774409,0.7823064422285978,0.775660059385282,0.02014978601997147
