,J,seuil,pvalue05,pvaluebest,AUC,AccuracyTrain,AccuracyTest,RecallTest
184,93.0,1.0,1.841069356810116e-48,2.654219484441555e-192,0.6557267924334313,0.6721387236778653,0.6220614828209765,0.5906244408659868
185,93.0,0.0,1.841069356810116e-48,2.654219484441555e-192,0.6557267924334313,0.7838771901623534,0.7777375929274664,0.02612274109858651
186,94.0,1.0,1.2959197296412506e-43,1.0253703802060415e-196,0.656523248980464,0.6470529109038275,0.6020022515278225,0.6337625178826896
187,94.0,0.0,1.2959197296412506e-43,1.0253703802060415e-196,0.656523248980464,0.7830994692827276,0.7771791572853007,0.02449928469241774
188,95.0,1.0,2.2510708651845116e-30,8.39381252262077e-183,0.6525268350691328,0.5833525988320082,0.5399646188485043,0.7333571939871153
189,95.0,0.0,2.2510708651845116e-30,8.39381252262077e-183,0.6525268350691328,0.7836099188838743,0.7759327758121582,0.023264137437365783
190,96.0,1.0,1.0103646336708538e-31,9.48326374292818e-196,0.6561484908788972,0.6222132918069021,0.5747870117344478,0.6834854177849347
191,96.0,0.0,1.0103646336708538e-31,9.48326374292818e-196,0.6561484908788972,0.7815843673079821,0.7768043722874136,0.018071211307926285
192,97.0,1.0,1.3625389532148248e-33,1.5333773936816255e-214,0.660208066962555,0.5998796147672553,0.5613338148549416,0.7217763509898342
193,97.0,0.0,1.3625389532148248e-33,1.5333773936816255e-214,0.660208066962555,0.7827748796147672,0.7760924521487902,0.02282860709827002
194,98.0,1.0,7.946854527083446e-27,3.359149603649116e-203,0.6580763018626921,0.6592024847209699,0.6083837614715666,0.6260220405261286
195,98.0,0.0,7.946854527083446e-27,3.359149603649116e-203,0.6580763018626921,0.7817352970644224,0.7749368813369134,0.02132954141485958
196,99.0,1.0,3.4199697896870496e-36,4.532587636901472e-211,0.6622353718594037,0.6666532901271106,0.6225521669341894,0.6050330180260575
197,99.0,0.0,3.4199697896870496e-36,4.532587636901472e-211,0.6622353718594037,0.7820761058218044,0.7765248796147672,0.023023380331965018
198,100.0,1.0,7.125301457919485e-32,1.883653307436957e-182,0.6573103897370103,0.6119974281179047,0.563029937713482,0.6934241175416592
199,100.0,0.0,7.125301457919485e-32,1.883653307436957e-182,0.6573103897370103,0.7830577266973417,0.7769338959212377,0.0200680881562444
200,101.0,1.0,1.1423135514702782e-28,2.7002565951410044e-197,0.6548408920878085,0.6887948452468311,0.6417514374170721,0.5543225344549848
201,101.0,0.0,1.1423135514702782e-28,2.7002565951410044e-197,0.6548408920878085,0.783114363546808,0.7760443890474851,0.02112045820655092
202,102.0,1.0,1.8064750755421005e-37,8.481956905829433e-186,0.6571241180777568,0.6174025791277603,0.5703373135528484,0.6831577067333452
203,102.0,0.0,1.8064750755421005e-37,8.481956905829433e-186,0.6571241180777568,0.7835683629675047,0.7761428054516946,0.025361671727094123
204,103.0,1.0,6.8401934409495545e-49,7.501225849812452e-187,0.6527610280225986,0.6697879095375403,0.6175454107056744,0.5947829194211185
205,103.0,0.0,6.8401934409495545e-49,7.501225849812452e-187,0.6527610280225986,0.7839610983291974,0.7770856775438032,0.030016080042880113
206,104.0,1.0,1.308376912814553e-40,2.164180447894943e-200,0.6597762685842241,0.6707696320372377,0.6222061715019461,0.5967540574282147
207,104.0,0.0,1.308376912814553e-40,2.164180447894943e-200,0.6597762685842241,0.7833253079731953,0.7765739737570724,0.025682182985553772
208,105.0,1.0,2.3815271964300374e-64,8.294442265141286e-191,0.6558482278107597,0.6442845402978493,0.5944840856249499,0.642551674982181
209,105.0,0.0,2.3815271964300374e-64,8.294442265141286e-191,0.6558482278107597,0.7832575013529495,0.7783612603222961,0.03189593727726301
210,106.0,1.0,1.8599400969151772e-42,8.144107364036908e-194,0.6563481829354135,0.6751494603378405,0.6229587128355334,0.5898535191139693
211,106.0,0.0,1.8599400969151772e-42,8.144107364036908e-194,0.6563481829354135,0.7844360630742687,0.7768326445451992,0.02840300107181136
212,107.0,1.0,3.7781006950408e-40,8.912160584888385e-169,0.6516494910105861,0.6244236622434732,0.5780295724847316,0.6546040845575063
213,107.0,0.0,3.7781006950408e-40,8.912160584888385e-169,0.6516494910105861,0.7838293939789656,0.7772018643522983,0.025797205302758867
214,108.0,1.0,3.0574535508006638e-40,1.4062029162900159e-189,0.6564158415569513,0.6505165621482554,0.6063030108132009,0.6195593766792047
215,108.0,0.0,3.0574535508006638e-40,1.4062029162900159e-189,0.6564158415569513,0.7833051937610548,0.7774651284318849,0.02203116603976357
216,109.0,1.0,5.777288986226134e-39,1.0064314495672946e-165,0.6472719000140076,0.6372698769997588,0.5831658493448026,0.6423331544104491
217,109.0,0.0,5.777288986226134e-39,1.0064314495672946e-165,0.6472719000140076,0.7838853605595305,0.7767505426481228,0.025407049561638934
218,110.0,1.0,3.607565265226669e-45,3.2778933268066634e-166,0.6503811616613765,0.6529294187366286,0.6004017677782242,0.610205908683975
219,110.0,0.0,3.607565265226669e-45,3.2778933268066634e-166,0.6503811616613765,0.7836257897327213,0.7776617115307353,0.02560429722470904
220,111.0,1.0,9.412964782528025e-45,9.187410360511051e-194,0.6579005317210217,0.640974464926885,0.5930918281381634,0.647962830593281
221,111.0,0.0,9.412964782528025e-45,9.187410360511051e-194,0.6579005317210217,0.7829117605760937,0.77734986159586,0.027162258756254467
222,112.0,1.0,2.821515778949188e-35,2.5772657379255314e-177,0.6520757110740176,0.6446560719399966,0.5951293759512938,0.6296098343132015
223,112.0,0.0,2.821515778949188e-35,2.5772657379255314e-177,0.6520757110740176,0.7839997596659356,0.7760554353921333,0.0258328879387137
224,113.0,1.0,1.2453073637430114e-50,3.353540684084159e-190,0.656238863768188,0.6289355472666747,0.5830592764899334,0.6636266094420601
225,113.0,0.0,1.2453073637430114e-50,3.353540684084159e-190,0.656238863768188,0.7845726547146352,0.7778535333279859,0.030400572246065807
226,114.0,1.0,9.036073934513448e-58,1.6168104389570283e-188,0.6535427211853212,0.694480154266431,0.6414108950666881,0.5475550779150994
227,114.0,0.0,9.036073934513448e-58,1.6168104389570283e-188,0.6535427211853212,0.7835850875783384,0.7786437409609513,0.0291957728819631
228,115.0,1.0,1.1862582562177302e-35,7.258593891846928e-200,0.659211702634489,0.6240415632442644,0.58091486453895,0.6757917337627483
229,115.0,0.0,1.1862582562177302e-35,7.258593891846928e-200,0.659211702634489,0.7835616163037252,0.7765093657046387,0.024154589371980676
230,116.0,1.0,1.2301933244565897e-42,6.430972311220206e-187,0.6547326734106419,0.6566102205919301,0.6093580415644974,0.6112403794523
231,116.0,0.0,1.2301933244565897e-42,6.430972311220206e-187,0.6547326734106419,0.784171649665846,0.7773847328857981,0.02380526221585824
232,117.0,1.0,1.0172614455586243e-37,8.312753323701619e-193,0.6571357433211805,0.6327600755414473,0.5890388942462231,0.654974946313529
233,117.0,0.0,1.0172614455586243e-37,8.312753323701619e-193,0.6571357433211805,0.7830895648330454,0.7769206043072967,0.023801002147458842
234,118.0,1.0,2.824738177300499e-39,7.41962246044836e-204,0.6621883358239159,0.6104435394892576,0.5675827482447342,0.7025147137506688
235,118.0,0.0,2.824738177300499e-39,7.41962246044836e-204,0.6621883358239159,0.7836165218961263,0.7760080240722167,0.029070804351703228
236,119.0,1.0,9.305806749001782e-45,3.401222864667389e-189,0.6572844390956658,0.6457425167102586,0.6019721019721019,0.626711719722568
237,119.0,0.0,9.305806749001782e-45,3.401222864667389e-189,0.6572844390956658,0.7825912675745824,0.7764149430816097,0.02774319758136226
238,120.0,1.0,8.351858260205732e-46,5.852456775914178e-185,0.6530438115095224,0.6416576381365113,0.5878977569118414,0.6500802568218299
239,120.0,0.0,8.351858260205732e-46,5.852456775914178e-185,0.6530438115095224,0.7833955298744031,0.7768548613619036,0.02835741037988229
240,121.0,1.0,1.6771384880072415e-36,1.6544043133212998e-187,0.6598387091691719,0.6141845396554322,0.5654357696789488,0.6933118741058655
241,121.0,0.0,1.6771384880072415e-36,1.6544043133212998e-187,0.6598387091691719,0.7829323421568135,0.776268734680757,0.026466380543633764
242,122.0,1.0,9.64754667025239e-48,1.8299031756846685e-192,0.6554156301642722,0.6583890256771017,0.6078707239618925,0.6186819074834792
243,122.0,0.0,9.64754667025239e-48,1.8299031756846685e-192,0.6554156301642722,0.7833777197125773,0.7768219640631909,0.030005358099660654
244,123.0,1.0,3.8904601388836314e-56,2.5969860405588122e-197,0.6569087412052288,0.6762273252600371,0.6203722313783816,0.5979307884409562
245,123.0,0.0,3.8904601388836314e-56,2.5969860405588122e-197,0.6569087412052288,0.7837998090548214,0.7772239417936246,0.03210845522654299
246,124.0,1.0,7.587692719852995e-36,5.269687378086637e-187,0.6563176675818055,0.622664630961469,0.57073405922295,0.6833095577746077
247,124.0,0.0,7.587692719852995e-36,5.269687378086637e-187,0.6563176675818055,0.7845735063682752,0.775402788380409,0.027639087018544936
248,125.0,1.0,3.1534873158700562e-37,2.73999302801125e-210,0.6647035832967184,0.6552668539325842,0.6056338028169014,0.6373665480427047
249,125.0,0.0,3.1534873158700562e-37,2.73999302801125e-210,0.6647035832967184,0.7835874799357946,0.7755306769391277,0.026690391459074734
250,126.0,1.0,1.8761583199614437e-32,3.2238244895778745e-188,0.6535240844586662,0.641965412901028,0.5945014427701186,0.6398440269408011
251,126.0,0.0,1.8761583199614437e-32,3.2238244895778745e-188,0.6535240844586662,0.7824980462096467,0.774406861173453,0.02587734845799362
252,127.0,1.0,2.594993036841699e-51,1.8467328723523914e-196,0.6583354230835553,0.6716894060995184,0.6218450302957346,0.593877914219612
253,127.0,0.0,2.594993036841699e-51,1.8467328723523914e-196,0.6583354230835553,0.7828651685393259,0.7768147345612134,0.02989855846235985
254,128.0,1.0,4.991894744440586e-43,1.8288771446935877e-183,0.6576143040281383,0.5994796218719548,0.5538455356425299,0.7101320014270425
255,128.0,0.0,4.991894744440586e-43,1.8288771446935877e-183,0.6576143040281383,0.7837718372964447,0.7765008438479466,0.026400285408490903
256,129.0,1.0,1.5066247773622705e-41,1.4051851249318916e-216,0.6663985467485514,0.6689650320129459,0.6188638282474973,0.6168657514708504
257,129.0,0.0,1.5066247773622705e-41,1.4051851249318916e-216,0.6663985467485514,0.783256776994904,0.7759819885015881,0.027455874487430913
258,130.0,1.0,4.770074570170114e-41,1.1022158541398537e-204,0.6584361684684445,0.6198464228998734,0.5757819409825521,0.6887700534759358
259,130.0,0.0,4.770074570170114e-41,1.1022158541398537e-204,0.6584361684684445,0.7840975335196092,0.775870386749216,0.027629233511586453
260,131.0,1.0,8.890252985864974e-37,1.4773557604973383e-205,0.6604272554957236,0.6561310091927463,0.6092268124095804,0.6266690404130318
261,131.0,0.0,8.890252985864974e-37,1.4773557604973383e-205,0.6604272554957236,0.7834430099964836,0.7751165407490758,0.027772832472850277
262,132.0,1.0,1.0892139268426686e-56,6.957511965153431e-219,0.667170401560918,0.6466019807146226,0.6043506180767378,0.6466927453769559
263,132.0,0.0,1.0892139268426686e-56,6.957511965153431e-219,0.667170401560918,0.7836967319212129,0.7769706212875261,0.03147226173541963
264,133.0,1.0,6.2566852591677085e-53,7.397244388514102e-208,0.6631885478279471,0.632247393744988,0.5858059342421812,0.6725239616613419
265,133.0,0.0,6.2566852591677085e-53,7.397244388514102e-208,0.6631885478279471,0.7841319165998396,0.7761427425821973,0.03390131345402911
266,134.0,1.0,2.612957200585011e-42,6.45501848217374e-219,0.6636722357488549,0.6848975578431963,0.6373560219930168,0.5807083110873821
267,134.0,0.0,2.612957200585011e-42,6.45501848217374e-219,0.6636722357488549,0.7822426905865592,0.7757755749086969,0.02972059085246485
268,135.0,1.0,3.475742475636559e-42,3.163880860349548e-226,0.6648458396442193,0.6579518508098549,0.6166150878180138,0.6292656780418081
269,135.0,0.0,3.475742475636559e-42,3.163880860349548e-226,0.6648458396442193,0.7826654877215546,0.7764559302278847,0.028586742897981063
270,136.0,1.0,2.0210466395014655e-39,1.2639839676658233e-236,0.6694431208877584,0.6493129203148403,0.6058705267390431,0.6581013561741613
271,136.0,0.0,2.0210466395014655e-39,1.2639839676658233e-236,0.6694431208877584,0.7829994270147468,0.775794129473261,0.02819414703783012
272,137.0,1.0,1.3451767490509805e-35,1.1935962000059173e-218,0.6663615933130507,0.6547536467915271,0.6103828212964453,0.6353256021409456
273,137.0,0.0,1.3451767490509805e-35,1.1935962000059173e-218,0.6663615933130507,0.784077771410763,0.7750522760173717,0.02925958965209634
274,138.0,1.0,3.176839116900564e-39,2.206201177277194e-232,0.6638244152187658,0.6938869850968254,0.645831658493448,0.5738727499554447
275,138.0,0.0,3.176839116900564e-39,2.206201177277194e-232,0.6638244152187658,0.7836979569687164,0.7755446579307018,0.028337194795936552
276,139.0,1.0,6.438766015798254e-48,1.1915934478704161e-206,0.6636315381128417,0.6605913406531645,0.6143717382577278,0.6173278776018502
277,139.0,0.0,6.438766015798254e-48,1.1915934478704161e-206,0.6636315381128417,0.7846203255785945,0.7758731433159374,0.033268101761252444
278,140.0,1.0,7.049795459151409e-39,6.703845741650508e-219,0.6621401138289466,0.6539062969868287,0.6065915560723307,0.6420716566158212
279,140.0,0.0,7.049795459151409e-39,6.703845741650508e-219,0.6621401138289466,0.7841562919749002,0.7745078384988573,0.03157147924796027
280,141.0,1.0,4.5782726478300125e-35,4.42903147059658e-233,0.6695992290758679,0.6802986662384714,0.6334551001565574,0.6002850017812611
281,141.0,0.0,4.5782726478300125e-35,4.42903147059658e-233,0.6695992290758679,0.7833365113455034,0.7753602826060776,0.026897043106519417
282,142.0,1.0,1.3551444457547412e-57,3.5967421730115316e-217,0.6652282996531946,0.6875854168341506,0.6400032156925798,0.5742857142857143
283,142.0,0.0,1.3551444457547412e-57,3.5967421730115316e-217,0.6652282996531946,0.7829106037462819,0.7777152504220597,0.030892857142857142
284,143.0,1.0,9.872015181353535e-45,1.1028984581795826e-215,0.6664296817841462,0.6786116473616474,0.6328024453024453,0.5881722351259603
285,143.0,0.0,9.872015181353535e-45,1.1028984581795826e-215,0.6664296817841462,0.783512306949807,0.7765041827541828,0.02948007861354297
286,144.0,1.0,2.6806189645136096e-39,9.515124230594782e-218,0.6688618828876927,0.6325695498738199,0.5879514196091048,0.6771428571428572
287,144.0,0.0,2.6806189645136096e-39,9.515124230594782e-218,0.6688618828876927,0.7834125938810187,0.7757982787742299,0.02892857142857143
288,145.0,1.0,1.0863418893806623e-48,6.576871443603619e-212,0.6648160355552768,0.6278644367612768,0.582070351758794,0.6832797427652733
289,145.0,0.0,1.0863418893806623e-48,6.576871443603619e-212,0.6648160355552768,0.7848054193133392,0.7765226130653267,0.03358342265094676
290,146.0,1.0,6.02801428546915e-58,1.5170213921057827e-212,0.6659844715902552,0.664304143116724,0.6157892623378709,0.6194800569800569
291,146.0,0.0,6.02801428546915e-58,1.5170213921057827e-212,0.6659844715902552,0.7851843671883627,0.7768541942737823,0.03596866096866097
292,147.0,1.0,3.13076482385143e-49,1.6885534537496405e-220,0.6666245179898216,0.6539746225989267,0.6072861498956829,0.6422099840113696
293,147.0,0.0,3.13076482385143e-49,1.6885534537496405e-220,0.6666245179898216,0.7848738652891318,0.775397207510833,0.03659619825901581
294,148.0,1.0,2.854961776850914e-53,3.456807819126166e-236,0.6705847332636518,0.6758181088134912,0.6299285312776038,0.6101301943998573
295,148.0,0.0,2.854961776850914e-53,3.456807819126166e-236,0.6705847332636518,0.7857759486046979,0.7762788083192805,0.039058319957196365
296,149.0,1.0,3.9682899956482046e-68,7.479231898813634e-208,0.6636982668496585,0.6862147982874027,0.6362613065326633,0.5746735825433733
297,149.0,0.0,3.9682899956482046e-68,7.479231898813634e-208,0.6636982668496585,0.7866087760558002,0.7777688442211055,0.04435700232516544
298,150.0,1.0,1.2378560366036176e-67,4.592896415303744e-235,0.6741643333351889,0.6187100990298094,0.5786785699923593,0.7072603719599427
299,150.0,0.0,1.2378560366036176e-67,4.592896415303744e-235,0.6741643333351889,0.7874327652943246,0.7771745687055134,0.04774678111587983
300,151.0,1.0,1.8063058335387631e-62,3.059306900259636e-231,0.6720989889949592,0.6094610898853811,0.5738759752272179,0.7129314970488285
301,151.0,0.0,1.8063058335387631e-62,3.059306900259636e-231,0.6720989889949592,0.7883872913734165,0.7767634521032736,0.046145591128599533
302,152.0,1.0,1.8821385470807455e-65,8.665918800772593e-220,0.6686547144009855,0.6254032379631583,0.5864453109297745,0.6816472694717994
303,152.0,0.0,1.8821385470807455e-65,8.665918800772593e-220,0.6686547144009855,0.78629644145638,0.7776259195240584,0.04494180841539839
304,153.0,1.0,2.1849779660187326e-83,7.749342226587933e-246,0.6747806350586542,0.6884885588117222,0.6440528280679219,0.5886981402002861
305,153.0,0.0,2.1849779660187326e-83,7.749342226587933e-246,0.6747806350586542,0.7881774387796066,0.7789731443940427,0.050965665236051505
306,154.0,1.0,1.0117064240705633e-72,7.939319289546454e-236,0.6728520059953697,0.673325381631569,0.6265084392414706,0.6169376451670537
307,154.0,0.0,1.0117064240705633e-72,7.939319289546454e-236,0.6728520059953697,0.7873988914392246,0.7782945114861886,0.04716812578166875
308,155.0,1.0,7.385233642436188e-86,3.2042595083868237e-229,0.6739305028888594,0.6457948615014051,0.6020232026012605,0.6601436265709156
309,155.0,0.0,7.385233642436188e-86,3.2042595083868237e-229,0.6739305028888594,0.7882476916900844,0.7799365742041668,0.05224416517055655
310,156.0,1.0,7.127421381866341e-54,1.1972522317387617e-231,0.6755947237557979,0.6346331658291458,0.5895642386235729,0.6854417851358646
311,156.0,0.0,7.127421381866341e-54,1.1972522317387617e-231,0.6755947237557979,0.7898693467336684,0.7765717961086992,0.048227460860176354
312,157.0,1.0,6.032299726083131e-85,2.2935011396396623e-229,0.6749318536013345,0.6332545628236714,0.5903386694553938,0.6823169634826408
313,157.0,0.0,6.032299726083131e-85,2.2935011396396623e-229,0.6749318536013345,0.7896324601538539,0.7797039658917223,0.05360676380644001
314,158.0,1.0,4.1776258472179155e-81,2.5115729987535648e-238,0.6758148762244571,0.6511408086719559,0.6085592470436811,0.6550917596257647
315,158.0,0.0,4.1776258472179155e-81,2.5115729987535648e-238,0.6758148762244571,0.7874546240711132,0.7795832998149786,0.05127743792731198
316,159.0,1.0,6.264937007529312e-79,2.277734536582638e-226,0.6763128164570821,0.6359267711548322,0.5867379765160045,0.6865779057214826
317,159.0,0.0,6.264937007529312e-79,2.277734536582638e-226,0.6763128164570821,0.7883360645025084,0.7797571175808268,0.04803886290032386
318,160.0,1.0,2.076609056476347e-66,2.4041467154957918e-228,0.6723966295014996,0.6639523675649625,0.618995983935743,0.6267959770114943
319,160.0,0.0,2.076609056476347e-66,2.4041467154957918e-228,0.6723966295014996,0.7878830475119483,0.7777911646586345,0.05064655172413793
320,161.0,1.0,1.4511513843412972e-75,1.7273946101584135e-221,0.6687998603083625,0.62273917361341,0.5781638712783885,0.6979166666666666
321,161.0,0.0,1.4511513843412972e-75,1.7273946101584135e-221,0.6687998603083625,0.7870835715790424,0.7798330792071262,0.04454022988505747
322,162.0,1.0,4.14321584861402e-65,2.6571231381749956e-225,0.673545032508052,0.6470452400554205,0.6017830609212481,0.6578994775716087
323,162.0,0.0,4.14321584861402e-65,2.6571231381749956e-225,0.673545032508052,0.7874741471054798,0.7788040640938115,0.04701855521527653
324,163.0,1.0,2.147289494352043e-64,1.3099052992804622e-260,0.6802895510432738,0.647040492179018,0.6088302706180385,0.671418260555756
325,163.0,0.0,2.147289494352043e-64,1.3099052992804622e-260,0.6802895510432738,0.788391169729382,0.7785998632836061,0.048357993504150126
326,164.0,1.0,4.078284196270412e-63,3.0459283330985592e-238,0.6752009029589658,0.6090323099665135,0.571859539037046,0.7220320662943613
327,164.0,0.0,4.078284196270412e-63,3.0459283330985592e-238,0.6752009029589658,0.7887030761340668,0.7777241462531677,0.050261214195640426
328,165.0,1.0,3.475753455628239e-67,9.646962204565119e-216,0.6697997298425823,0.6302255654220175,0.589300080450523,0.6736861051115911
329,165.0,0.0,3.475753455628239e-67,9.646962204565119e-216,0.6697997298425823,0.7882420378322389,0.778037007240547,0.05057595392368611
330,166.0,1.0,1.5126437616630902e-68,5.463771255380209e-234,0.6755156205464325,0.6669213370193516,0.6244722345088263,0.6205718395971948
331,166.0,0.0,1.5126437616630902e-68,5.463771255380209e-234,0.6755156205464325,0.7877456647398844,0.7783585990590696,0.04873224240244561
332,167.0,1.0,6.424904139311269e-76,4.6239480747160175e-247,0.6768758596068456,0.6506043448580492,0.6090587857372309,0.6603265745558945
333,167.0,0.0,6.424904139311269e-76,4.6239480747160175e-247,0.6768758596068456,0.7885696502429426,0.778750401541921,0.05131885878342006
334,168.0,1.0,2.9425035065303853e-64,7.572665938525622e-258,0.6825105208078487,0.6283141470458465,0.5949783410877587,0.6943051575931232
335,168.0,0.0,2.9425035065303853e-64,7.572665938525622e-258,0.6825105208078487,0.787292928482612,0.7776752767527675,0.047098853868194845
336,169.0,1.0,1.8753036457937048e-86,8.13892601717194e-234,0.6744236107094094,0.6421521872270358,0.5994538371952933,0.6685827195976289
337,169.0,0.0,1.8753036457937048e-86,8.13892601717194e-234,0.6744236107094094,0.7881346572825574,0.7800489940163046,0.0520926890605353
338,170.0,1.0,1.6405143384537526e-80,1.0143698696223097e-251,0.6811458805603282,0.6324429744754858,0.5924243033495517,0.6952449567723343
339,170.0,0.0,1.6405143384537526e-80,1.0143698696223097e-251,0.6811458805603282,0.7889980195630976,0.7796453415899313,0.05259365994236311
340,171.0,1.0,5.306563265003834e-74,9.370114755177784e-251,0.6805128975207801,0.6372669308284893,0.5980127921477131,0.6842389348686578
341,171.0,0.0,5.306563265003834e-74,9.370114755177784e-251,0.6805128975207801,0.7892471388056399,0.7786314815559757,0.05199712126664268
342,172.0,1.0,1.966778223492423e-65,1.0628070264625696e-226,0.6786829341498499,0.6408190769292661,0.5943358275002012,0.6729661627069834
343,172.0,0.0,1.966778223492423e-65,1.0628070264625696e-226,0.6786829341498499,0.7881101087207958,0.7781800627564567,0.04787616990640749
344,173.0,1.0,2.324409524585456e-77,2.9605416495477974e-249,0.681291892485171,0.6406136893750503,0.5997104596453131,0.6799856011519079
345,173.0,0.0,2.324409524585456e-77,2.9605416495477974e-249,0.681291892485171,0.7859024370626558,0.7794667631801182,0.04967602591792657
346,174.0,1.0,1.2081522509233704e-74,7.292984954122156e-246,0.6781972034914281,0.6519774692008795,0.6074698795180723,0.662594322673374
347,174.0,0.0,1.2081522509233704e-74,7.292984954122156e-246,0.6781972034914281,0.7872727090173399,0.7789156626506024,0.05066475026949335
348,175.0,1.0,1.2589036947089837e-74,2.185102707284975e-250,0.6762661228998682,0.699181446111869,0.6569433856277335,0.5651705565529623
349,175.0,0.0,1.2589036947089837e-74,2.185102707284975e-250,0.6762661228998682,0.7882994944225985,0.7785178349315893,0.05385996409335727
350,176.0,1.0,2.174930480974218e-74,2.3057901518366654e-255,0.6809695738868079,0.6725804994126329,0.6313654618473895,0.6231988472622478
351,176.0,0.0,2.174930480974218e-74,2.3057901518366654e-255,0.6809695738868079,0.7883972408807495,0.7795180722891566,0.04989193083573487
352,177.0,1.0,1.126310808373263e-78,1.1596259901734493e-267,0.6866387328251927,0.6365464269915952,0.5994852822904938,0.6940878683782318
353,177.0,0.0,1.126310808373263e-78,1.1596259901734493e-267,0.6866387328251927,0.7880122250371979,0.7804005147177095,0.05116615440245887
354,178.0,1.0,1.450290768573841e-73,1.7922643659569556e-267,0.6845110747563599,0.6864143390229428,0.6518345671065336,0.5904159132007233
355,178.0,0.0,1.450290768573841e-73,1.7922643659569556e-267,0.6845110747563599,0.7873185745466249,0.7802140328290956,0.04737793851717902
356,179.0,1.0,1.0757908643850532e-74,4.334000123015938e-246,0.6799628258382999,0.6363554071451561,0.5960896326990385,0.6846667870688098
357,179.0,0.0,1.0757908643850532e-74,4.334000123015938e-246,0.6799628258382999,0.787324991953653,0.7796194231001328,0.051110709770633915
358,180.0,1.0,8.7639736662005e-68,2.5117929967322537e-242,0.6771302785524199,0.6370904483195559,0.5975060337892196,0.6793203181489516
359,180.0,0.0,8.7639736662005e-68,2.5117929967322537e-242,0.6771302785524199,0.7875158390152658,0.7796057924376508,0.04645697758496023
360,181.0,1.0,8.541927768679542e-82,1.512814892954642e-293,0.6883509155452437,0.6993319604199106,0.6611885723470085,0.5886384129846709
361,181.0,0.0,8.541927768679542e-82,1.512814892954642e-293,0.6883509155452437,0.7884675272489828,0.7804074416361956,0.05085662759242561
362,182.0,1.0,4.8770665416909647e-85,8.183949131498984e-270,0.6832874971333976,0.6867599245373901,0.6476939750331152,0.6000359841669666
363,182.0,0.0,4.8770665416909647e-85,8.183949131498984e-270,0.6832874971333976,0.7870288604343114,0.7795127042106531,0.05883411299028427
364,183.0,1.0,1.6698696305802507e-88,2.394288643559602e-279,0.6897771967469747,0.6422089342244108,0.6065441974514612,0.6891257225433526
